topic,mean_reaction,mean_sentiment,mean_confidence,avg_views,n_posts,example_post
88,0.8134285714285714,1.0,0.7514152386967017,218616.7857142857,98,"В Dota 2 вышло масштабное обновление — огромный патч 7.39 прокачал баланс почти по всем фронтам. Что поменялось: — Новые аспекты получил целый пул героев: Bloodseeker, Clockwerk, Disruptor, Earthshaker, Lich, Monkey King, Muerta, Nature’s Prophet, Sand King, Silencer и Witch Doctor. — Немного поменяли карту, а Рошан стал опаснее и злее. — Убрали старые параметры вампиризма, теперь всё через «пополнение здоровья». — В инвентаре теперь видно, что уже купили тиммейты, плюс заработала автодоставка предметов, даже из боковой лавки. — В игре появится 16 новых наборов, включая свежие имморталки, скины для героев и другая косметика. — Переделали визуальные и звуковые пинги, добавили эффекты при поднятии айтемов и упростили навигацию по мини-карте. — Вышла новая сокровищница. Весь патч смотрим — здесь."
117,0.21952040816326532,-0.15306122448979592,0.7978986878784335,228459.9693877551,98,"Volvo отказалась от плана полного перехода на электромобили к 2030 году Volvo пересмотрела свои планы по переходу на электромобили, присоединившись к таким автопроизводителям, как Ford, GM и Mercedes-Benz. Теперь компания планирует к 2030 году довести долю электрифицированных автомобилей до 90-100%, включая подключаемые гибриды, а не полностью перейти на электромобили, как планировалось ранее. Volvo объясняет изменение стратегии замедленным развитием зарядной инфраструктуры и сокращением государственных стимулов, призывая к более активной поддержке со стороны правительств."
105,0.03561855670103093,-0.31958762886597936,0.8033115624152508,244718.54639175258,97,"В Германии собираются построить самый большой тепловой насос Германия готовится к строительству самого большого промышленного теплового насоса, который сможет производить до 500 000 тонн пара в год. Проект будет реализован на химическом предприятии BASF в Людвигсхафене, и его цель — значительно сократить выбросы CO2. Строительство планируют начать в 2025 году, а запуск намечен на 2027 год."
198,0.6589791666666667,1.0,0.7513940365364155,400836.6979166667,96,"Мороженое от Kinder появилось в России — вкусняшку уже завезли в Самокат. Стоит 171 рубль, но по первым отзывам — это мощная шоколадная бомба. Начинаем рассылать новость сладкоежкам."
188,0.5024000000000001,-0.47368421052631576,0.7898399773396944,285168.4421052632,95,С 9 января ЦБ РФ возобновит покупку валюты на внутреннем рынке. Ранее регулятор приостанавливал эти операции для стабилизации курса рубля.
210,-0.45447872340425527,1.0,0.7514077786435472,151044.77659574468,94,"Трамп сравнил удар США по Ирану с ядерными бомбардировками Хиросимы и Нагасаки. По его словам, именно эти удары закончили войны"
131,0.24458510638297873,-0.2872340425531915,0.7868407099170888,223265.54255319148,94,"В подмосковных Люберцах по улицам бегает бык. Кадры с животным в соцсетях публикуют местные жители. РИА «Новости» в экстренных службах рассказали, что специалисты принимают меры по поимке животного. Параллельно выясняется, кто его хозяин"
155,0.15327659574468083,-0.3723404255319149,0.7960070764764826,361372.59574468085,94,"Российские заводы переходят на трёхдневную рабочую неделю. «Ростсельмаш» уже с августа работает в таком режиме из-за падения продаж техники, сообщил совладелец Константин Бабкин. В 2025 году выпуск комбайнов и тракторов на предприятии сократится примерно на 30% по сравнению с прошлым годом"
141,0.5794787234042553,-0.2765957446808511,0.8003241717815399,177837.31914893616,94,"ИИ создавался именно для этого: котики проводят подкаст, где они жалуются на своих хозяев — прогресс, который мы заслужили"
148,0.3631276595744681,-0.7659574468085106,0.7984845403661119,219204.1170212766,94,"Милонов предложил запретить аборты в День семьи, любви и верности. «Я за то, чтобы всегда запрещать аборты. Просто вопрос был: каким образом можно отмечать этот день, какие можно меры предпринять? Я говорю: давайте это сделаем. Ещё в День защиты детей можно, в День полиции, в Новый год и т.д. И так потихонечку и уничтожим зло на земле русской», добавил он"
146,-0.323563829787234,0.09574468085106383,0.7801492131770925,232718.48936170212,94,"На Украине числится свыше 160 тысяч военных пенсионеров призывного возраста (45-60 лет), подсчитали местные СМИ. Речь идет о людях, которые в своем большинстве все еще являются работоспособными и могут выполнять задачи — особенно если речь идет о штабной, инженерной или технической работе. Военные пенсионеры - это люди с опытом службы в ВСУ, МВД, СБУ, Нацгвардии, Госпогранслужбе и других силовых структурах, многие из которых ушли в отставку не из-за потери боеспособности, а из-за достижения выслуги лет или из-за реформ"
163,0.2386666666666667,-0.3548387096774194,0.7938726179061397,324818.6989247312,93,"Президент Киргизии подписал закон, запрещающий ношение в общественных местах закрывающей лицо религиозной одежды. Также запрещается принуждать к религии психологическим или физическим насилием, проводить религиозные обряды в домах престарелых, воинских частях или исправительных учреждениях"
124,0.029322580645161293,-0.021505376344086023,0.7729103462670439,249134.66666666666,93,В России начали испытывать вакцину против аллергии. После прививки можно будет забыть об аллергии на пыльцу берёзы и пищевой аллергии. Сейчас агентство ФМБА получило разрешение на проведение III ступени испытаний
136,0.5359239130434783,-0.17391304347826086,0.8233139139154683,191483.58695652173,92,"Новый препарат обеспечивает стойкое снижение веса и сохраняет мышцы Современные препараты для снижения веса, такие как оземпик, доказали свою эффективность у людей с ожирением, однако после прекращения лечения многие пациенты снова набирают лишние килограммы. Экспериментальный препарат биотехнологической компании Resalis Therapeutics действует через другие молекулярные механизмы и обеспечивает долгосрочный эффект. Авторы утверждают, что он устраняет первопричину ожирения."
137,0.475304347826087,0.17391304347826086,0.7694822750661684,269964.20652173914,92,"GPS-дротики помогают отслеживать машину подозреваемых, устройство поступило на вооружение американской полиции. Копы стреляют ими незаметно для преступников."
134,0.0,-1.0,0.807010174445484,227425.26086956522,92,"В Японии придумали приложение, вызывающее ДЕМОНА для непослушных детей Если ребенок капризничает, не хочет спать или ссорится, родители могут «вызвать» демона, который позвонит и отчитает маленького хулигана. Голос монстра озвучивает японский комик Кинтало. Приложение называется Oni kara Denwa («Звонок от демона») и основано на японских традициях — демоны там издавна «воспитывают» детей. А что вы знаете о психотравмах детства?"
144,0.0031413043478260923,-0.32608695652173914,0.7808850226194962,237296.51086956522,92,"Нейронка от Google NotebookLLM теперь понимает русский язык. NotebookLLM может пересказать любое видео с YouTube, собрать и сжать информацию с cайта или файла. Работает бесплатно, лимитов хватит на 100 блокнотов по 25 млн слов. Экономим время тут."
164,0.4114175824175824,-0.6483516483516484,0.7589258486097985,174523.14285714287,91,"Создаём ОЧЕНЬ РЕАЛИСТИЧНОЕ ФОТО с любым персонажем из игр, сериалов, мультфильмов или артов! В сети нашли имбовый промпт, который делает шикарные снимки — без искажений, кривых лиц и пластмассовых фонов. Получается будто настоящее фото, снятое на крутую камеру Для генерации советуют использовать Gemini, но подойдёт и ChatGPT. Всё, что нужно — прикрепить две фотографии: себя и персонажа, с которым хотите фото и ввести данный промпт: Masterpiece cinematic portrait of two subjects (from the reference images attached) standing side-by-side in a narrow, high-end freight elevator. Visual Fidelity & Realism: Hyper-realistic photograph, UHD, 16K resolution, extreme detail, sharp focus on faces and clothing fabric texture. Photographed on a high-end camera (e.g., Phase One XF IQ4 or Sony A1) with a wide-angle lens (e.g., 24mm or 35mm). Mimic professional studio lighting and texture. Composition & Atmosphere: Perspective: Dramatic high-angle shot (Bird's Eye View), looking steeply down at the subjects. Full bodies or three-quarter view. Setting: Ultra-modern, industrial-chic elevator with vertical, brushed stainless steel panels. The floor is polished metal, highly reflective, showing distorted reflections of the subjects and ceiling lights. Lighting: Hard, directional overhead light (simulating a single bare bulb or ceiling flash). This creates deep, sharply defined shadows under the chins, noses, and brows (Rembrandt lighting effect), adding a tense, dramatic mood. Subjects Integration: Seamlessly integrate the two people from the attached reference photos (maintaining their facial features, exact clothing, and intense/serious expressions). They should look naturally placed and lit within the metallic environment. Color & Tone: Muted, cool tones dominating the scene (silvers, grays, chrome), with saturated highlights on the colored fabrics (like the polo and track jacket). Photographic Modifiers: Depth of Field, High Contrast, Cinematic, Raw Photo, Film Grain 400 --stylize 750 Результаты юзеров уже в посте, вы сами видите, что РЕАЛИЗМ ФОТКИ ЗАШКАЛИВАЕТ — пробуйте сами, потом не сможете оторваться"
115,0.060659340659340664,-0.12087912087912088,0.7812177034524771,224223.96703296702,91,"Американский экономист Сакс заявил РИА Новости, что Трамп по вопросу Украины не очень стабилен и его ""шатает из стороны в сторону"
94,0.015538461538461541,0.0,0.8473994722078134,353279.4285714286,91,"WINLINE выпустил новый мерч с Роналдиньо, который стал амбассадором бренда Легендарный бразильский футболист и WINLINE приурочили к старту сотрудничества выпуск новой коллекции одежды с принтами в духе 2000-х: джерси, футболки и лонгслив получили фирменный дизайн и эстетику того времени. Получить новую коллекцию можно в конкурсе в официальном телеграм-канале WINLINE по ссылке. — вот это рально стиль от WINLINE и легенды мирового футбола — Роналдионьо, спасибо за детство!"
176,0.6726666666666666,1.0,0.7518297864331139,99173.3,90,"Майнкрафт прошли по ШАРИАТУ — да, чел сыграл в настоящий халяль, не ел свинину, не убивал животных просто так и очень много молился. Рассказываем: • Половина лута летела в помойку. • Животных нужно было забивать только ОДНИМ ударом, есть только взрослых и молиться перед этим. • Свинину трогать НЕЛЬЗЯ. • Запрещалось первым нападать на мобов — но если они налетели, убегать нельзя. • Даже в аду нужно было молиться и ПОДМЫВАТЬСЯ, а с водой там напряг. Летсплей, который мы заслужили"
177,0.0,-1.0,0.8090160462293732,98839.58426966293,89,"Курьеры продолжают унижать айтишников — их зарплаты в Москве достигли 125 тысяч рублей в месяц, пишут эксперты. Страшно подумать, это на 14% больше, чем у программистов и вообще выпускников вузов с ВЫШКОЙ и курсами. При этом спрос на курьеров не падает — летом их снова нужна будет целая армия. Официально: на дипломе можно резать колбасу"
271,1.0,-1.0,0.8050167707914717,130681.55056179775,89,"Мобильным интернетом можно будет пользоваться даже при ограничениях — Т2 разработал и протестировал фичу для абонентов. Все просто: вводим капчу и юзаем инет следующие 12 часов. Затем доступ нужно будет обновить. Все требования безопасности соблюдены, а клиенты не переживают из-за доступа к важным сервисам. По словам министра связи Максута Шадаева, доступ откроется к такси, службам доставки и маркетплейсам"
150,0.2662247191011236,-0.30337078651685395,0.7865697697977002,299458.7752808989,89,"Студенты колледжей — о раннем выборе профессии и учебе: 3 реальные истории Колледжи и среднее профессиональное образование быстро набирают популярность, предлагая выпускникам школ реальные перспективы трудоустройства и карьерного роста. 75% вакансий на столичном рынке труда сегодня требуют специалистов именно со средним профессиональным образованием. 95% выпускников колледжей успешно трудоустраиваются по профессии в первый год после завершения обучения, а треть студентов начинают работать еще во время учебы. Сейчас многие подростки всерьез задумываются о будущей профессии, хотят раньше стать финансово независимыми. Колледжи отвечают этому запросу и обучают тем навыкам и знаниям, которые необходимы для начала карьеры. Более 70% обучения — практика. Чтобы узнать о преимуществах среднего профессионального образования из первых уст, РБК Life поговорил с тремя студентами московских колледжей о том, как быстро они нашли работу и почему считают учебу в колледже важным жизненным выбором. РБК Life"
185,0.4034318181818182,-0.5681818181818182,0.7869549684903838,297815.1022727273,88,ChatGPT — УМЕР во всем мире. Тысячи юзеров не могут связаться с нейронкой. А у чата с Алисой проблем нет — спрашивайте и спокойно загружайте свои задачки
108,-0.22819318181818182,-0.25,0.793566885319623,216875.47727272726,88,"Главы МИД стран ЕС в третий раз не смогли согласовать 18-й пакет антироссийских санкций, сообщил министр иностранных дел Венгрии Петер Сийярто. «На данный момент новый пакет санкций не принят», — сказал он. По его словам, Словакия по-прежнему связывает вопрос о принятии 18-го пакета санкций с предоставлением ей гарантий энергоснабжения в связи с планом Еврокомиссии по отказу от российской нефти и газа к началу 2028 года. Венгрия поддерживает позицию Словакии, а такие гарантии пока получены не были, добавил Сийярто"
135,-0.047360465116279074,-0.20930232558139536,0.785425637350526,232862.76744186046,86,"Администрация Трампа готовится усилить давление на крупные банки США. Это связано с предполагаемой дискриминацией консерваторов и криптовалютных компаний. The Wall Street Journal изучила проект президентского указа, который обязывает регуляторы расследовать нарушение банками закона о равных условиях кредитования, антимонопольного законодательства или законов о финзащите клиентов. Нарушителям будут грозить штрафы. Консерваторы годами обвиняют крупнейшие банки в отказе в обслуживании по политическим или религиозным мотивам. В банках настаивают, что решения обусловлены правовыми, нормативными и финансовыми рисками, в том числе связанными с законодательством США о борьбе с отмыванием денег"
98,0.14959999999999998,-0.6,0.7973462273092831,333061.35294117645,85,Путин и Ким Чен Ын отправились к месту проведения их двусторонней встречи после торжественного приёма по случаю 80-летия Победы над милитаристской Японией и окончания Второй мировой войны в Пекине
174,0.4236470588235294,-0.5411764705882353,0.7996406253646402,177669.36470588236,85,"США хотели бы сокращать свои ядерные арсеналы вместе с Россией и Китаем, заявил Трамп. Он добавил, что такая идея «понравилась Путину"
287,1.0,1.0,0.7514260758956274,138778.2619047619,84,"Инженеры UC Berkeley представили гуманоидного робота, способного автономно играть в настольный теннис. И самое главное, отбивать до 106 ударов подряд без человеческого вмешательства! Далеко не каждый человек так сможет. Техническая архитектура робота включает планировщик траекторий, прогнозирующий движение мяча и вычисляющий оптимальные параметры удара: точку контакта, временные характеристики и скорость ракетки. Контроллер на основе обучения с подкреплением (RL) трансформирует стратегические планы в скоординированные движения конечностей, поддерживая баланс тела во время активных замахов. Система обучения базируется на анализе видеозаписей реальных теннисных матчей, что обеспечивает естественность движений робота в противовес типичной ""роботизированности"" автоматизированных систем. А контур управления обрабатывает сенсорную информацию и генерирует команды быстрее одной секунды, позволяя поддерживать продолжительные игровые эпизоды. Ну, видео - впечатляет. Особенно, где гуманоид и человек. ИИ by AIvengo"
166,0.06509638554216868,-0.30120481927710846,0.7906492991619799,296036.7108433735,83,"В iOS 18.1 появилась фича записывать звонки. Во время звонка нужно нажать на иконку в левом верхнем углу. Оба собеседника получат предупреждение, что разговор записывается. Запись завершится по окончании звонка, но можно остановить вручную. Файл сохранится в «Заметки». Работает с обычными звонками и FaceTime. Разговоры через сторонние мессенджеры записать не получится. Есть возможность сделать транскрипт записи и короткий пересказ через Apple Intelligence, но с русским языком пока не работает."
199,-0.08525301204819277,-0.5301204819277109,0.7886659337813595,252907.3373493976,83,"Американский пастор убедил прихожан вложиться в созданную им криптовалюту, ссылаясь на «волю Бога». Обещая благословение и процветание, он собрал $3,4 млн, которые вместе с женой потратил на ремонт дома, путешествия и люксовые покупки. Теперь паре грозит до 100 лет тюрьмы за мошенничество."
191,0.5749024390243903,-1.0,0.776623142201726,470092.4146341463,82,"Индия планирует начать принимать карты «Мир», заявил посол страны в России Винай Кумар. Одновременно в Россию планирует зайти индийская платежная система RuPay. «Вопрос о приеме российских банковских карт Мир в Индии активно обсуждается, а перспективы его решения представляются позитивными», заявил посол"
179,0.2907283950617284,-0.7901234567901234,0.7795016081244858,260380.22222222222,81,"В США запрещают пищевые красители из-за связи с поведенческими нарушениями у детей Производители продуктов питания постепенно откажутся от восьми синтетических красителей во всех производимых в США продуктах к концу 2026 года, пишет Stat. Красители имеют нефтяную основу и, согласно результатам исследований, негативно влияют на поведение и здоровье потребителей — особенно детей."
118,0.0,-1.0,0.7919066239286352,50811.69135802469,81,"Apple представила iPhone 16e с 5G-модемом собственной разработки Apple представила новый iPhone 16e, который обойдется россиянам в 78-90 тысяч рублей в зависимости от объема памяти. Он стал дороже своего предшественника, но теперь поддерживает инновационные функции на базе искусственного интеллекта Apple Intelligence. Главной особенностью устройства стал чип C1 — первый сотовый модем, разработанный Apple. По заявлениям компании, C1 улучшает энергоэффективность смартфона и увеличивает время автономной работы."
160,0.3265925925925926,-0.5802469135802469,0.7944614283832503,296907.51851851854,81,"Началась третья магнитная буря за октябрь, сообщили в Лаборатории солнечной астрономии ИКИ РАН. Геомагнитная обстановка полностью стабилизируется к середине дня 20 октября, после чего ожидается длительное (около недели) затишье, добавили ученые"
159,0.3936875,-0.525,0.775457826256752,222622.1375,80,"Индия прекратит покупать нефть у России, чтобы заключить торговую сделку с США, утверждает Трамп"
169,0.0,1.0,0.7382362432117704,246175.35443037975,79,"День ДРУЗЕЙ сегодня отмечается во всём мире! Это день тех, с кем вы делили парты, пиво, потные катки, авантюры и тишину. Поздравляем своих и празднуем как положено"
182,-0.07456962025316456,-0.35443037974683544,0.8078086338465726,313051.3417721519,79,"Нейронка нарежет вирусные ТикТоки! Magicroll делает ВСЁ сама — собирает субтитры, монтирует перебивки, B-Roll и графику. Вам останется сделать пару кликов и выбрать шаблон. Интерфейс суперпонятный — готовый видос тут же можно выкатить в соцсетки. Есть и БЕСПЛАТНЫЙ план с кучей возможностей. Взрываем соцсети тут"
154,0.3991645569620253,-0.4430379746835443,0.7967340267157252,281893.10126582277,79,"Исследование опровергает, что уровень тестостерона у мужчин определяет сексуальное влечение До сих пор было принято считать, что уровень гормона тестостерона регулирует половое влечение у мужчин. Теперь ученые пришли к выводу, что хотя он действительно играет ключевую роль в репродуктивном успехе, повышенные значения связаны с мужской конкуренцией и никак не влияют на сексуальное желание."
208,0.08098717948717948,-0.6025641025641025,0.7999212749493427,289615.5256410256,78,"Роботы-доставщики этой зимой мечтают лишь об одном — чтобы Донстрой скорее закончил «островные» кварталы в Мнёвниковской пойме. Там будет настоящий рай для беспилотников: 5G-покрытие, безбордюрные подогреваемые дорожки, умные светофоры, система бесконтактного прохода и парковки для робокурьеров. Когда нам снятся Мальдивы, роботам видится футуристический «Остров» без сугробов."
111,-0.5130897435897436,1.0,0.7590758066910964,188193.62820512822,78,"«Проколола шины его BMW, потому что он долго вызывал такси» — девушка рассказала, что сделала своему мужу плохого за 3 года отношений Для неё база, это выкидывать вещи из окна и швырять мобильник в стену. Также типичной вещью оказалось нападение на мужа с кулаками. Он же не ударит Ещё она выгоняла его из дома в крови и в порванных вещах, без денег. Девушки в комментариях МАССОВО её поддерживают. Ни одного осуждающего комментария админ не увидел — женщины такие женщины, можно простить — как он живёт с ней???"
138,0.17757142857142857,-0.3246753246753247,0.7956828358885529,262051.7922077922,77,"Blum-лихорадка набирает обороты — присоединились уже 70 МИЛЛИОНОВ пользователей! Наши друзья из Blum достигли невероятного рубежа ! Мы были одними из первых амбассадоров этого проекта, и все, кто принял участие в нём, не пожалели. Люди со всего мира заходят в Blum , чтобы фармить, играть и выполнять захватывающие квесты. Поздравляем Владимира Смеркиса и его команду с этим невероятным успехом Ссылка на успех —"
267,0.4402207792207792,-1.0,0.8088722136113551,570219.025974026,77,"Девушка купила квартиру в Петербурге за 7 млн рублей, сделала ремонт, но суд заставил вернуть жилье прежней владелице-пенсионерке, пишет База. Суд признал сделку недействительной по заявлению прежней владелицы, которая заявила, что её обманули, несмотря на подтверждённую дееспособность. В итоге пенсионерке вернули жильё с новым ремонтом, а покупательница осталась без квартиры и с долгами."
168,0.10063636363636363,0.05194805194805195,0.7643294868531165,311162.02597402595,77,"В России в последние годы всё плохо с браками и хорошо — с разводами, заявил глава ВЦИОМ Валерий Фёдоров. По его словам, в течение трёх лет после заключения брака восемь из десяти пар в стране распадается. «Статистика очень плохая даже на фоне западных стран», добавил Фёдоров"
113,-0.07793421052631579,-0.19736842105263158,0.7839792613920412,239412.68421052632,76,"ОГНЕННЫЕ ТОРНАДО бушуют в Лос-Анджелесе — пылающие вихри продолжают выкашивать район «Пасифик Палисейдс». В пламени уже погибли 11 человек (!), и ситуация становится только хуже! Крутящиеся столбы пламени и горячего воздуха вырывают деревья, сносят крыши с домов и даже ПОДКИДЫВАЮТ МАШИНЫ. Ущерб уже превысил космические 150 миллиардов баксов. Это настоящий апокалипсис"
114,-0.34142666666666666,0.4,0.7680153075853984,272970.9733333333,75,"В Москве в результате ДТП машина съехала в реку. Как сообщили в столичной прокуратуре, в результате аварии медицинская помощь понадобилась двоим людям. По предварительным данным, на пересечении Головинской набережной и Госпитальной улицы произошло столкновение автомобиля «Лексус» и автомобиля каршеринга, который пробил ограждение и упал в реку. Предварительно, авария произошла из-за того, что водитель «Лексуса» двигалась на запрещающий сигнал светофора. Следить за новостями РБК в Telegram"
218,0.4289054054054054,-0.5540540540540541,0.7763743746925045,264519.5135135135,74,"Биткоин рухнул до $108 тысяч, эфириум — ниже $4,3 тысяч."
206,0.5119583333333333,-0.4722222222222222,0.7906596776511934,212373.01388888888,72,"С начала осени продажи «камней-питомцев» выросли на 22%. Камни с приклеенными глазками предлагают как альтернативу кошкам и собакам, а к ним прилагают домики, поводки, бантики, шапочки, «корм» и даже паспорта."
252,0.4589166666666667,-0.4305555555555556,0.7959233166442977,129622.81944444444,72,"Нейросеть Gemini заменит Google Assistant С 7 июля нейросеть Gemini на Android сможет управлять телефонными звонками, сообщениями, WhatsApp и другими системными функциями. Можно будет давать команды боту, не опасаясь использования их диалогов для обучения ИИ. Наверное. Ранее отключение опции Gemini Apps не только запрещало Google использовать диалоги, но и ограничивало функциональность ассистента. Теперь же можно поручить боту установить будильник или отправить сообщение, не разрешая анализировать запросы. Новости ИИ by AIvengo"
121,0.16861111111111113,-0.3333333333333333,0.796983990404341,254321.18055555556,72,"ПВО сбила с 08:30 до 11:30 19 украинских дронов над регионами России, сообщили в Минобороны."
167,0.7882083333333333,0.0,0.8672803822490904,69169.66666666667,72,"Рилсы и Тикток УБИВАЮТ ваш мозг, рассказали нейробиологи. Словом года стало brain rot (гниение мозга) и это неспроста. В нашем мозге есть крошечный отдел под названием хабенула — она отвечает за принятие важных решений и мотивацию. Частое погружение в короткие видео перегружает её, что буквально убивает вашу способность заниматься чем-то полезным. Отказ от Тиктока становится буквально болезненным — привычка бесконечно смотреть видео формирует зависимость. Каждая попытка прокручивания ленты в поисках спасения от негатива активирует хабенулу, ещё больше снижая мотивацию. Чтобы побороть гниение мозга и восстановить его, врачи советуют: — Чаще гулять; — Создать дома зоны, где нельзя пользоваться смартфоном; — Позвонить друзьям и родным вместо думскроллинга; — 80% тратить на «умный» контент и только 20% — на рилсы. Если ваш мозг уже начал «подгнивать» — сделали для вас видео в привычном формате."
192,1.0,1.0,0.7514226814390907,166028.98591549296,71,Минздрав ужесточил правила для аптек. Теперь они обязаны обеспечить пациента рецептурным лекарством в течение 30 дней — такой максимальный срок закупки установило министерство. Для «срочных» рецептов выдача должна происходить в течение трех дней
140,0.08235211267605634,-0.971830985915493,0.8080108551911904,327971.4366197183,71,"Пассажиров самолета Boeing 777-300, который ранее совершил экстренную посадку в Нижневартовске, размещают в международном терминале аэропорта, сообщили в Росавиации. Резервный борт должен прибыть в аэропорт Нижневартовска в 16:00 мск. Воздушное судно авиакомпании Air China выполняло рейс Лондон — Пекин, когда экипаж объявил сигнал срочности и запросил посадку на запасном аэродроме. На борту находились 265 человек — 250 пассажиров и 15 членов экипажа. Диспетчеры оперативно предоставили экипажу информацию о ближайших аэродромах и обеспечили навигационное сопровождение. В результате самолет благополучно приземлился в Нижневартовске через 60 минут после объявления сигнала. По данным Росавиации, предварительной причиной экстренной посадки стала неисправность одного из двигателей"
145,0.07316901408450704,-0.18309859154929578,0.7920599176850117,173134.05633802817,71,"Ваня Золо стал нормальным, чтобы записать разъе#ный «Марабу 2» — трек реально выложили от его лица, но позже он был удалён Золо, если бы не травма в 2004:"
147,0.10061971830985916,-0.43661971830985913,0.791971269627692,297879.76056338026,71,"БОЛЕЕ 150 ТЫСЯЧ ЗРИТЕЛЕЙ СОБРАЛ БАСТА НА КОНЦЕРТАХ В ЛУЖНИКАХ — вчера и сегодня артист выступал в Москве в честь своего 45-летия На два мероприятия суммарно было продано более ста тысяч билетов, что делает артиста рекордсменом российской сцены. 27 июня был объявлен солд-аут — в зале буквально не было свободных мест На концертах в качестве гостей выступили артисты: GUF, Zivert, Комната Культуры, Егор Крид, Ramil, OG Buda, MONA, Минаева, Hammali, Navai, Merab Amzoevi, Смоки Мо и TRITIA — еб, это очень мощно!!! — поздравляем Васю с этим успехом"
133,0.00235211267605634,0.04225352112676056,0.7840248388303838,355586.338028169,71,"В Берлине прошла демонстрация движения Fridays for Future, около тысячи эко-активистов под девизом ""Выход из газа, вход в будущее"" протестовали против планов правительства ФРГ развивать газовую промышленность, передает корреспондент РИА Новости. С передвижной сцены активисты в сквере у Инвалиденштрассе призвали к защите климата, раскритиковали правительство за планы развивать газовую инфраструктуру и отказаться от поддержки возобновляемых источников энергии"
