topic,mean_reaction,mean_sentiment,mean_confidence,avg_views,n_posts,example_post,subject
68,-0.22556875,-0.00625,0.781337970867753,273281.575,160,"OpenAI выпустили новую модель GPT-4o mini. Теперь она станет базовой на замену GPT-3.5, которая в свою очередь стала прорывом во всей индустрии. GPT-4o mini более эффективная, по тестам превосходит конкурентные модели. Ее сделали, чтобы закрыть большинство базовых запросов, а для более серьезных задач уже стоит обращаться в GPT-4o. Мы уже поставили модель в . Доступна всем бесплатно, можно тестировать!",ИИ и технологические релизы
74,0.3173962264150943,-0.5974842767295597,0.7875681765049508,173530.106918239,159,"Робот UBTech научился сам менять себе батареи Китайская компания UBTech Robotics первая в мире продемонстрировала гуманоидного робота, способного заменить себе аккумулятор без участия человека. На опубликованном видео робот Walker S2 подходит к специальной станции, аккуратно извлекает разряженную батарею, устанавливает её на стойку и вставляет в себя новую, полностью заряженную. Технология позволит роботу работать 24/7 без остановок, снижая время простоя и затраты на обслуживание.",Робототехника и автоматизация
91,0.4661132075471698,-0.6226415094339622,0.7895711761600567,211991.9559748428,159,"Учимся делать вирусные видео с помощью нейросетей — бесплатно. 10 июня пройдёт открытый мастер-класс по созданию AI-видео в нейросети Veo 3 от Google. Это та самая технология, которая придумала бегемота Барабульку и море сосисок в Анапе. Мастер-класс проведёт нейрорежиссёр Руслан Хасаншин — в его портфолио 500+ видео с десятками миллионов просмотров. Чтобы попасть — нужно перейти по ссылке и нажать /start. Зарегистрированным пришлют обучающий урок, а во время эфира разыграют ТРИ подписки Google AI Ultra, с которой и можно будет творить чудеса. Встречаемся 10 июня в 19:00 по МСК — тут.",ИИ и образование
39,-0.0297798742138364,-0.1698113207547169,0.777472567820699,281587.786163522,159,"Ограничения на взлет и посадку в аэропорту Оренбурга сняты, сообщила Росавиация",Новости и транспорт
93,0.3069807692307692,-0.5641025641025641,0.7939607023428648,327278.25641025644,156,"Астрофизики объяснили загадку рентгеновского излучения вокруг черных дыр Загадку, которая не давалась ученым с 1980-х, сумели разгадать финские астрофизики. При помощи суперкомпьютера они смоделировали взаимодействия излучения, плазмы и магнитных полей вокруг черной дыры.",Наука и космос
54,0.3273141025641025,-0.0576923076923076,0.7755480091541241,233215.16025641025,156,"Твоё лицо, когда ты директор ФБР и слушаешь, что говорит Трамп. Повезло с боссом.",Мемы и политика
43,-0.4873831168831169,-1.0,0.8044564313702769,187875.2142857143,154,"Telegram попал под волну критики из-за ПОДАРКОВ СНУП ДОГГА — пользователи начали жаловаться Екатерине Мизулиной Сет от легендарного рэпера, в который входил косяк, вызвал шквал недовольства. Люди начали массово писать жалобы, обвиняя мессенджер в пропаганде запрещённых веществ В дело уже вмешалась Екатерина Мизулина — ожидаемо, не удивлен — если удалят подарки, я удалю Telegram",Интернет и общество
71,0.0875263157894736,-0.2368421052631578,0.7890712379624969,198868.24342105264,152,"Интернет пропадёт уже ЗАВТРА — 7 и 9 мая связи в Москве может не быть, предупредили операторы. В СМИ утверждают, что отключения пройдут 7 мая в 8:00-12:30 и 9 мая в 8:00-14:00. Причина перейти на удалёнку найдена",Интернет и инфраструктура
126,0.92841059602649,0.9735099337748344,0.7523113635202118,495101.6821192053,151,"За 10 лет цены в «Магнитах» выросли в 2,5 раза, а продукты уменьшились в размере. Кофе «Нескафе Голд» сократился с 150 до 120 г, шоколадки — с 95 до 82 г, йогурты Danone — до 130 г вместо 150 г. Литровые бутылки масла стали 0,8 л, а майонез с жирностью 67% заменили на 50,5%. Сильнее всего подорожали майонез — в 5 раз, кофе — в 4 раза, хлеб и бананы — втрое.",Экономика и потребительский рынок
76,0.424523178807947,-0.6556291390728477,0.802228909849331,263965.73509933776,151,"Цена на Bitcoin уже ниже $94,000.",Криптовалюты и финансы
87,0.3124666666666666,-0.5133333333333333,0.7900962777932485,288789.05333333334,150,"В Гонконге и других южных районах Китая влажность воздуха поднялась до 100%. В результате на улицах сильный туман, в домах с потолков и стен капает столько конденсата, что приходится спать под зонтом. Продуктам также не повезло — все негерметичные упаковки пропустили влагу и еда отсырела. Что с электронной техникой — неизвестно. Влажность подскочила из-за повышения температуры и теплых южных ветров.",Погода и экология
107,0.2226375838926174,-0.348993288590604,0.7782224990777521,203562.69127516777,149,"Telegram был недоступен ~10 минут, но уже работа восстановлена. Вроде ничего не пропустили.",Технологические сбои и интернет
70,0.6237074829931973,-1.0,0.8039466957656705,54366.25850340136,147,"Госдума определила размер налога с майнинга и сделок с криптовалютой в России Госдума приняла поправки в Налоговый кодекс, регулирующие налогообложение криптовалют, которые вступят в силу с 1 января 2025 года. Согласно документу, цифровая валюта признается имуществом, а доходы от ее майнинга и операций будут подлежать налогообложению наравне с доходами от ценных бумаг.",Финансовое регулирование и крипто
45,0.9102876712328766,-1.0,0.8000660722386347,231571.48630136985,146,Секретная фича Windows 98. Один раз нажал — остался без мышки навсегда.,Технологическая ностальгия и юмор
69,0.0761408450704225,-0.2183098591549295,0.7869675503650182,197328.4929577465,142,"«Мы предлагаем Украине ВОЗОБНОВИТЬ мирные переговоры в Стамбуле 15 мая» — Путин. Президент только что затизерил новый договорнячок, собрали для вас главное: • Путин надеется на восстановление отношений с европейскими странами, даже с теми, кто «разговаривает с Россией в хамской риторике». • Россия настроена на серьезные переговоры и разрешение конфликта. • Мир с лихорадочным рытьем окопов не нужен никому, нужно выйти на долгосрочный мир, заявил Путин. Почему это важно: • Стороны перестали говорить ультиматумами — есть шанс на разрешение конфликта и восстановление мира. • Новый договорнячок может привести к снятию санкций, укреплению рубля и снижению цен, например, на электронику и всеми любимые игры. • Со временем в РФ может вернуться западный бизнес, а с ним и софт, сервисы и утерянные плюшки. Держим кулачки",Политика и международные отношения
110,0.4278802816901408,-0.6549295774647887,0.7946951926594049,190544.7042253521,142,"Все части «Сумерек» покажут БЕСПЛАТНО на YouTube — трансляции пройдут на официальном канале с 7 по 14 сентября. Девочки, срочно ускоряем Ютуб.",Развлечения и кино
81,0.5496170212765957,-0.524822695035461,0.8006509402964977,223968.73758865247,141,"Кошачий приют посреди моря ищет волонтёров — придётся ухаживать за хвостатыми на греческом острове Сирос пять часов в день. Всё проживание оплачивается, но обязанности гигасложные: гладить и кормить котиков. Хочется бросить всё и бежать за билетами на Авиасейлс.",Социальные проекты и волонтёрство
49,0.7954492753623189,-1.0,0.8000170240799586,187906.13043478265,138,"Тревожники, общий сбор! Психолог рассказала про шесть приёмов, которые помогут быстро вырубить тревогу без таблеток Сымитируйте зевоту — мышцы расслабятся, дыхание вернется в норму. Озвучьте страшную мысль вслух — она потеряет для вас значимость. Подышите в бумажный пакет — ритм дыхания стабилизируется. Пройдитесь босиком или лягте на пол — «земля» вернет чувство опоры. Дайте тревоге имя и поговорите с ней, как с человеком. Съешьте что-то кислое или острое — тело переключится. Сохраняем, чтобы не забыть, и отправляем таким же друзьям-тревожникам",Психология и здоровье
97,0.5513941605839415,-0.4160583941605839,0.7917279620675275,252290.68613138687,137,"Англичанка c IQ выше, чем у Эйнштейна и Хокинга, отчислилась из Оксфорда и пошла в ПРОСТИТУТКИ. Теперь она стала миллионершей. Мелисса великолепно училась в Оксфорде, её IQ составляет 178 — это выше, чем у 98% населения планеты. В какой-то момент она решила подзаработать, устроилась танцовщицей в бар и поняла, что может легко делать деньги. Сейчас она кайфует, путешествует по миру и снимается для модных журналов. Шах и мат, айтишники",Личности и необычные истории
80,0.0180661764705882,-0.1764705882352941,0.7809238135814667,388205.1323529412,136,"Twitch ЗАБЛОКИРУЮТ в России!? Роскомнадзор сообщил, что общий объём штрафов, выписанных платформе, превысил 70 млн рублей Основная причина — игнорирование требований об удалении запрещённого контента, заявили в ведомстве. При этом сервис активно модерирует контент: например, недавно было удалено 1700 страниц с незаконными материалами Именно такой сценарий был у Discord. Напомним, мессенджер заблокировали после штрафа всего в 3,5 млн рублей видимо ГГ",Интернет и законодательство
104,-0.0025514705882352,0.0,0.8285707233144957,150445.71323529413,136,"В Непале лидера страны выбрали с помощью ChatGPT, пишут СМИ. Нейросеть проанализировала кандидатов и предложила 73-летнюю Сушилу Карки, бывшую главную судью, отметив, что она «способна заслужить доверие разных групп и провести реформы",ИИ и политика
92,0.3333185185185185,-0.562962962962963,0.7970035804642571,242195.6074074074,135,"Психолог раскидала геймеров на 5 психотипов — ищем себя и кореша: 1. Лутоманы — обыскивают всё подряд, пока не соберут каждый сундук. Их цель — самые редкие шмотки. 2. Драчуны — тщательно изучают тактики, паттерны врагов и оптимальные билды. Битвы — самое важное. 3. Крафтеры — тратят часы на поиск ресурсов, чтобы собрать идеальный доспех или зелье. Главное — процесс. 4. Душнилы — погружаются в лор, читают все диалоги и строят теории. Готовы часами спорить за лор Dark Souls 2. 5. Жизненные куколды — играют в основном ради общения. Геймплей — приятное дополнение к разговору. Кажется, мы собрали бинго.",Психология и гейминг
85,0.3259925925925926,-0.6444444444444445,0.8032220363616943,191801.3333333333,135,"Ученые НАСА считают, что нашли следы древних форм жизни в образцах, обнаруженных американским марсоходом Perseverance, заявила руководитель научных программ агентства Никола Фокс. ""Это своего рода оставшийся след. Это не сама жизнь. И, безусловно, это могло быть связано с древней жизнью. Это могло существовать миллиарды лет назад, но никак не сегодня. И, знаете, как мы говорим, это вполне могло быть создано древней жизнью"", - сказала Фокс в ходе пресс-конференции",Наука и космос
83,-0.9309185185185186,1.0,0.7532044326817547,150064.57037037038,135,"Цены на жизненно необходимые лекарства в России могут взлететь, предупреждают участники рынка в преддверии вступления в силу правила «второй лишний». Его суть в том, что при госзакупках предпочтение отдаётся отечественным лекарствам. В результате пациенты могут потерять доступ к оригинальным препаратам из списка ЖНВЛП и стратегически значимым лекарствам, добавляют эксперты отрасли",Экономика и здоровье
130,0.2048805970149253,-0.2761194029850746,0.7951604439251458,268370.05970149254,134,"Apple могут отказаться от всех физических кнопок. В новом отчете компании заметили заказ на модули, которые позволят установить на iPhone 16 емкостные кнопки с обеих сторон. Такие кнопки работают на основе сенсора, который реагирует на силу прикосновений. Они должны были появиться еще в iPhone 15, но Apple отказались от этих планов из-за проблем на производстве.",Технологические новинки и гаджеты
65,-0.0081742424242424,0.9166666666666666,0.7578943317586725,220447.29545454544,132,"Наемники из Японии принимают участие в украинском конфликте на стороне ВСУ, рассказал украинский пленный. Видео его показаний передал РИА Новости посол МИД РФ по особым поручениям по преступлениям киевского режима Родион Мирошник",Военные конфликты и международные новости
57,0.3817538461538461,-1.0,0.7959118916438176,188429.6307692308,130,"Парни, которые помогают по дому, уменьшают риск депрессии у своих любимых на 20% Учёные из Медицинского колледжа Университета Ёнсе наблюдали за 7 тысячами замужних женщин в течение ШЕСТИ ЛЕТ! Результаты показали, что равномерное распределение домашних обязанностей заметно снижает психологическое напряжение и улучшает баланс между работой и личной жизнью При этом исследование выявило значительный перекос: женщины в среднем тратят на быт 2,5 часа в день, тогда как мужчины — всего около получаса Помогаете любимым? — моя устает тоже, конечно помогаю! — я мужик, какая уборка?",Наука и психология
79,0.0427209302325581,-0.1395348837209302,0.7817815997341807,227672.8914728682,129,"Администрация Трампа на этой неделе планирует очень внимательно рассмотреть все возможные санкции в отношении России в связи с продолжающимся конфликтом на Украине, заявил глава Минфина США Скотт Бессент в интервью Fox News. «Я думаю, что все уже на кону. Президент Путин после исторической встречи в Анкоридже, после телефонного разговора, когда европейские лидеры и президент Зеленский были в Белом доме, действовал совершенно наоборот тому, что, как он заявлял, он намеревался сделать. Поэтому я думаю, что с президентом Трампом все варианты возможны, и я думаю, мы очень внимательно их рассмотрим на этой неделе». Фото: Andrew Harnik / Getty Images",Политика и экономика
59,0.7570787401574803,-1.0,0.7985378949660954,188172.062992126,127,"Spotify НЕ СТАНЕТ обнулять подписки, оформленные через другие регионы. Расслабляемся, братья и сёстры... Им можно пользоваться дальше На самом деле, ограничение существовало и раньше. Условие об использовании Spotify в другом регионе не более 14 дней относится к аккаунтам с не Premium тарифом, а сейчас же аккаунтам с Premium подпиской рекомендуется сменить регион, чтобы были доступны актуальные расценки и каталог — ww. лучшая новость за сегодня — поhую мне, поймите",Технологии и цифровые сервисы
66,-0.061912,-0.456,0.7976696538925171,267966.992,125,"Венгрия будет сбивать российские беспилотники, если они вторгнутся в воздушное пространство страны, заявил премьер-министр Виктор Орбан в подкасте Harcosok Órája. «Мы этого не боимся. Мы, конечно, будем их сбивать», — ответил он на вопрос журналиста о том, сможет ли Венгрия защитить свое воздушное пространство в случае, если туда залетят российские беспилотники. Следить за новостями РБК в Telegram",Политика и оборона
90,-0.0086290322580645,-0.4032258064516129,0.782871411212029,229312.2016129032,124,"Протестировали музыкальную разметку на трассе М-11 под Петербургом. Не обманули, работает. По пути из Москвы на 653-м километре перестраиваемся в правую полосу и держим скорость на 110 км/ч. В обратную сторону такой разметки нет.",Транспорт и технологии
173,-0.5597903225806452,1.0,0.7514148402598596,226393.37096774197,124,"В Тюмени проводятся контрольные закупки абортов активистками фонда «Женщины за жизнь». Они проверяют, насколько врачи убеждают пациенток не прерывать беременность, и пишут доносы, если попытки недостаточны. Проект финансируется президентским фондом",Социальные проекты и права
96,0.5365772357723577,-0.7560975609756098,0.8162769718867976,103347.47154471544,123,"Одобрен препарат против рака кишечника со 100% эффективностью Американский регулятор FDA наделил препарат достарлимаб статусом прорывной терапии. Такое одобрение стало возможно после получения результатов клинических исследований, в которых абсолютно все пациенты вылечились от колоректального рака без других методов лечения и даже без операции.",Медицина и наука
77,0.0172868852459016,-0.8934426229508197,0.8120831993759655,209572.37704918036,122,"Трамп работает над «фондом победы» на Украине, финансирование в который будет поступать за счет пошлин, введенных в отношении Китая, пишет The Telegraph. По данным издания, Трамп поручил министру финансов Скотту Бессенту представить план европейским коллегам в преддверии визита украинского президента Владимира Зеленского в Вашингтон. Последний должен посетить США завтра. План Трампа касательно фонда предусматривает введение 500-процентной пошлины на всю продукцию из Китая, импортируемую в США. Полученные таким образом средства должны быть направлены на закупку оружия для украинской армии. Следить за новостями РБК в Telegram",Политика и экономика
103,-0.2568666666666667,-0.5583333333333333,0.7964918772379558,239829.125,120,"Цены на жилье УЛЕТЯТ В КОСМОС в России уже в 2027 году — эксперты. Уже через два года ключевая ставка рухнет до 7–8%, а процент по ипотеке — до 9–10%. Это буквально ВЗОРВЕТ рынок и спрос на квартиры. При этом жилья на всех НЕ ХВАТИТ — застройщики просто не будут успевать сдавать дома. Поэтому ценник на квартиры вырастет в РАЗЫ! Переезжаем в коробку из-под холодильника",Экономика и недвижимость
100,0.1266833333333333,0.025,0.7812800089518229,263687.94166666665,120,"Telegram и WhatsApp* много лет демонстрируют полное нежелание соблюдать российские законы, заявил депутат Госдумы Немкин. Он добавил, что доля атакованных мошенниками граждан в WhatsApp* выросла в 3,5 раза с прошлого года",Интернет и законодательство
149,0.5378389830508475,-0.5508474576271186,0.772488063169738,151292.56779661018,118,"Сбер опубликовал программу для установки приложения на iPhone без App Store. Понадобится ПК на Windows. Просто скачиваем файл, выполняем все шаги и заходим в свой Apple ID. Потом начнется загрузка актуального приложения. Забираем подробную инструкцию тут.",Технологии и лайфхаки
95,0.0622735042735042,-0.0341880341880341,0.7847666256448143,251011.0170940171,117,"Национальный автомобильный союз предложил запретить «иранские шторки» на автомобилях для повышения безопасности на дорогах. «Иранские шторки» представляют собой выдвижную плёнку на стёклах авто, создающую эффект тонировки. Сейчас, согласно законодательству, лобовое стекло автомобиля и передние боковые стёкла должны пропускать не менее 70% света",Автоиндустрия и безопасность
123,0.4022413793103448,-0.6206896551724138,0.8045308340726227,180474.02586206896,116,"Илон Маск сообщил, что работа сети Starlink скоро будет восстановлена. «Приносим извинения за сбой. SpaceX устранит причину сбоя, чтобы подобное не повторилось», — пообещал Маск. Сама компания уточнила, что речь идет о глобальном сбое.",Технологии и космос
89,0.2142086956521739,-0.0260869565217391,0.7621284111686375,229074.69565217392,115,"Землю накрыла МОЩНЕЙШАЯ МАГНИТНАЯ БУРЯ — она считается самой сильной за последние несколько месяцев Вся причина — 18 вспышек за сутки, которые произошли на Солнце. Они погнали плазму к нашей планете, которая устроит настоящее безумие для метеозависимых уже к полуночи Готовьтесь: возможны головные боли, недомогания, апатия, бессонница и обострение хронических болезней. Не забудьте предупредить своих близких", Магнитые бури и погода
165,0.538424778761062,-0.6194690265486725,0.8020757700489686,114467.4778761062,113,В С Ё: GPT-5 УНИЧТОЖИЛА ВСЕХ КОНКУРЕНТОВ Альтман только что занял первое место ПО ВСЕМ метрикам на престижной LM Arena — теперь это официально самая МОЩНАЯ нейронка в мире Да здравствует король,ИИ и технологические релизы
101,0.3551858407079646,-0.1327433628318584,0.7832239729113284,244902.38053097343,113,"В сети хайпит собакен, который наелся разноцветных шариков Орбиз — его отвезли к ветеринару, где песель показал праздничное настроение. Сейчас с ним уже все хорошо.",Животные и развлечение
109,0.4052743362831858,-0.5575221238938053,0.7867742877090926,233553.21238938053,113,"В Rostic’s завезли БУТЕРЫ! Внутри вот такая внуснота: бекон, стрипсы, сыр, овощи и соус цезарь. Пока завезли не во все точки, придётся поохотиться Господи, неужели хорошие новости",Еда и гастрономия
106,0.2787522935779816,-0.2385321100917431,0.7904376384861972,236958.2018348624,109,"Сегодня отмечается День коктейля. Отправляй тому, с кем отправишься сегодня вечером отмечать",Праздники и развлечения
112,0.022287037037037,-0.3796296296296296,0.7917894417489016,204636.60185185185,108,"Всех учителей обяжут отчитываться об активности в школьных чатах мессенджера Max, пишет Ксения Собчак. Минпросвещения введёт KPI по числу сообщений, переведя туда родительские чаты, собрания, расписание и онлайн-уроки. К концу октября педагоги должны писать не меньше, чем до «миграции», а к декабрю вовлечённость должна достичь 75% учителей и 30% родителей и учеников.",Образование и технологии
125,1.0,-1.0,0.8021957272732699,160552.82407407407,108,Водителей будут штрафовать за жирный шрифт и отсутствие триколора на номерах. Новый стандарт начинает действовать уже с 1 января 2025. Штраф — ₽500. Камеры тоже научат распознавать неправильные номера.,Авто и законодательство
73,-0.1040093457943925,-0.2523364485981308,0.7826063772228277,315329.69158878503,107,"Не менее 8 человек погибли, более 50 получили ранения при израильском авиаударе по дому к северу от Газы, сообщает телеканал Al Jazeera",Конфликты и международные новости
72,0.0237102803738317,0.0467289719626168,0.7831641162667319,389686.20560747664,107,"Обыски у оппозиции в Молдавии стали частью низкопробной провокации, заявила лидер партии, экс-глава Гагаузии Ирина Влах. Ранее пресс-служба полиции Молдавии сообщила, что провела более 60 обысков и задержала трех человек по делу о подкупе избирателей перед парламентскими выборами. Влах заявила, что большинство людей, у которых провели обыски, не относятся к партии ""Сердце Молдовы"". По ее словам, речь может идти об опасном прецеденте, который грозит опасностью всем оппозиционным политсилам. Мы видим всё больше признаков того, что власть впервые опробовала опасную схему — искусственное связывание политической силы с посторонними людьми для её дискредитации. Этот прецедент завтра может быть использован против любой другой партии",Политика и международные новости
151,0.3833018867924528,-0.5943396226415094,0.778964454273008,176707.80188679244,106,"ИИ-агента нового поколения для всех бизнес-задач создают В РОССИИ. Им плотно занимается МТС Web Services. В основе — оркестратор MWS GPT, который разбивает задачи на шаги и распределяет их между специализированными агентами: по генерации кода, логике, web-research и другим. Без участия человека ИИ сможет: анализировать финансы, планировать командировки, разрабатывать сайты и даже работать с патентами! В отличие от обычных LLM, агент ориентируется в контексте, принимает решения САМ и взаимодействует с интерфейсами. Решение уже тестируется — в будущем МТС планирует адаптацию под бизнес-заказчиков. По прогнозам, к 2027 году ИИ-агенты будут использоваться в половине российских компаний",ИИ и бизнес
139,0.1449904761904762,-0.1047619047619047,0.7854061541103181,328533.90476190473,105,"Критерии нуждаемости для пособий многодетным предложили отменить. По мнению Вице-спикера Госдумы Бориса Чернышова, существующая практика применения приводит к тому, что множество многодетных семей не могут получить поддержку по формальным причинам",Социальная политика
142,0.2860285714285714,0.219047619047619,0.7641384527796791,339938.0857142857,105,"Нашли УБИЙЦУ DeepL — Kagi Translate переводит точнее и лучше конкурентов. Этот ИИ-переводчик — идеальная замена заблокированному в России DeepL. Он выдаёт более точный и естественный перевод, а ещё: Работает бесплатно, без регистрации и без ограничений. Переводит ЦЕЛЫЕ сайты. Помогает улучшать стиль, исправляет ошибки и даже оценивает эмоциональность текста. Настоящий швейцарский нож для всех, кто работает с переводами — юзаем тут.",ИИ и технологии
99,0.1838365384615384,-0.375,0.7896512477443769,220281.75,104,Трамп подписал указ о переименовании на время своего президентства министерства обороны США в министерство войны,Политика и США
120,0.4678155339805825,-0.3980582524271844,0.7661851488270806,253933.1359223301,103,"Пакистанец два года продавал собственную мочу в Россию под видом «лечебного снадобья» из верблюжьей мочи. Один из покупателей заметил необычный вкус, сообщил в полицию и продавца арестовали. Моча продавалась через маркетплейсы в России, Узбекистане, Киргизии и других странах",Медицина и странные новости
86,-0.2764368932038835,0.2135922330097087,0.7703662708546352,218217.00970873787,103,"Мурманский стрелок нейтрализован спецназом. «Сотрудники мурманского СОБР «Росомаха» и ОМОН «Медведь» Росгвардии в ходе штурма крыши 14-этажного здания нейтрализовали стрелка, который ранее открыл беспорядочную стрельбу», сообщила пресс-служба Северо-Западного округа Росгвардии",Происшествия и безопасность
161,0.325126213592233,-0.2524271844660194,0.7913193916811526,250074.6504854369,103,"Зеленый чай ускоряет метаболизм, снижая риски диабета Ученые многократно изучали эффект зеленого чая в борьбе с лишним весом и метаболическими нарушениями. Новое исследование показало, что зеленый чай снижает риски возникновения инсулинорезистентности на фоне западной высококалорийной диеты с большим количеством сахара и позволяет даже снижать на ней вес. В итоге ученые определили механизмы действия напитка при ожирении, которые теперь рассматриваются в качестве новых терапевтических мишеней.",Здоровье и наука
102,-0.1278431372549019,-0.1078431372549019,0.7846575841015461,204769.9411764706,102,"В ЕС обсуждают, как использовать замороженные российские активы для помощи Киеву, сообщает газета Financial Times со ссылкой на источники. Одной из схем является покупка беспроцентных облигаций ЕС с последующей передачей ""вырученных"" денег Украине. ""Второй вариант подразумевает использование особого целевого механизма для управления финансовыми операциями, что, возможно, позволит участвовать в них странам, не входящим в ЕС"", - указано в статье. По данным газеты, 170 миллиардов евро из 194, хранящихся в Euroclear, достигли срока погашения и находятся на балансе в виде остатков денежных средств",Экономика и международные финансы
162,0.6533465346534654,-0.693069306930693,0.7755868145734957,231563.198019802,101,"Превращаем ЛЮБОЙ видос в конспект лекции — эта нейронка сама сделает за вас записи и выделит самое важное. Для этого просто киньте ссылку на YouTube, и через пару секунд получите готовый конспект. Сервис понимает русский и сотни других языков. Работает безлимитно, без регистрации и даже со смартфона. Главное — это бесплатно. Юзаем тулзу тут.",Образование и технологии
143,-0.338989898989899,-0.3838383838383838,0.7918271819750468,292358.2727272727,99,"Число иранских студентов в вузах России взлетело на 42% за два года, достигнув 9210 человек, сообщили в Минобрнауки. Из-за запрета на студенческие визы в западных странах иранцы выбирают Россию, преимущественно для обучения на медицинских специальностях, несмотря на слабое знание русского языка. В Иране дефицит среднего медперсонала составляет 50",Образование и международные студенты
119,0.5798571428571428,-0.3061224489795918,0.8161595050169497,236476.5918367347,98,"12 самых ПОЛЕЗНЫХ упражнений, которые можно делать дома — они способствуют укреплению мышц, улучшению осанки и снижению стресса. Благодаря им можно достичь гармоничного развития тела, а также предотвратить травмы и улучшить метаболизм. Теперь вы знаете, с чего завтра начать утро.",Здоровье и спорт
88,0.8134285714285714,1.0,0.7514152386967017,218616.7857142857,98,"В Dota 2 вышло масштабное обновление — огромный патч 7.39 прокачал баланс почти по всем фронтам. Что поменялось: — Новые аспекты получил целый пул героев: Bloodseeker, Clockwerk, Disruptor, Earthshaker, Lich, Monkey King, Muerta, Nature’s Prophet, Sand King, Silencer и Witch Doctor. — Немного поменяли карту, а Рошан стал опаснее и злее. — Убрали старые параметры вампиризма, теперь всё через «пополнение здоровья». — В инвентаре теперь видно, что уже купили тиммейты, плюс заработала автодоставка предметов, даже из боковой лавки. — В игре появится 16 новых наборов, включая свежие имморталки, скины для героев и другая косметика. — Переделали визуальные и звуковые пинги, добавили эффекты при поднятии айтемов и упростили навигацию по мини-карте. — Вышла новая сокровищница. Весь патч смотрим — здесь.",Игры и киберспорт
